3,35085,Smooth,santana,rob thomas
4,35085,Hot Boyz,"missy ""misdemeanor"" elliott",nas,eve
3,35092,Smooth,santana,rob thomas
4,35092,Hot Boyz,"missy ""misdemeanor"" elliott",nas,eve
3,35099,Smooth,santana,rob thomas
4,35099,Hot Boyz,"missy ""misdemeanor"" elliott",nas,eve
3,35106,Thank God I Found You,mariah carey,joe
3,35106,Smooth,santana,rob thomas
3,35113,Thank God I Found You,mariah carey,joe
3,35113,Smooth,santana,rob thomas
4,35113,Hot Boyz,"missy ""misdemeanor"" elliott",nas,eve
3,35113,Maria Maria,santana,the product g
3,35120,Thank God I Found You,mariah carey,joe
3,35120,Maria Maria,santana,the product g
3,35120,Smooth,santana,rob thomas
4,35120,Hot Boyz,"missy ""misdemeanor"" elliott",nas,eve
3,35127,Thank God I Found You,mariah carey,joe
3,35127,Maria Maria,santana,the product g
3,35134,Maria Maria,santana,the product g
3,35134,Smooth,santana,rob thomas
3,35141,Maria Maria,santana,the product g
3,35141,Smooth,santana,rob thomas
3,35148,Maria Maria,santana,the product g
3,35148,Smooth,santana,rob thomas
3,35155,Maria Maria,santana,the product g
3,35155,Smooth,santana,rob thomas
3,35162,Maria Maria,santana,the product g
3,35169,Maria Maria,santana,the product g
3,35176,Maria Maria,santana,the product g
3,35183,Maria Maria,santana,the product g
